time,order_parameter_c,top,total_free_energy
0,0,0,0
0.15,1928.5,50.118147104762,14.85820844411
0.315,1928.878125,50.161389771133,14.263443443068
0.4965,1929.0211035156,50.153184904421,13.963395983036
0.69615,1929.0751672668,50.124934357347,13.754861883952
0.915765,1929.0956101228,50.092171565792,13.593328163074
1.1573415,1929.1033400777,50.058833973599,13.480418534763
1.42307565,1929.1062629669,50.024014371171,13.403699183392
1.715383215,1929.1073681843,49.9854430028,13.347740514867
2.0369215365,1929.1077860947,49.940833799864,13.306906414213
2.39061369015,1929.1079441171,49.888958386634,13.282458447527
2.779675059165,1929.1080038693,49.831450998141,13.279158778094
3.2076425650815,1929.1080264631,49.774155478198,13.298676932227
3.6784068215896,1929.1080350064,49.724703464139,13.331248325193
4.1962475037486,1929.1080382368,49.687502730692,13.360822386664
4.7658722541235,1929.1080394583,49.662439761227,13.378532559501
5.3924594795358,1929.1080399202,49.647702458315,13.383702471351
6.0817054274894,1929.1080400948,49.642158094844,13.376578635957
6.8398759702383,1929.1080401608,49.645265580248,13.357848255052
7.6738635672622,1929.1080401857,49.65508209144,13.333096852409
8.5912499239884,1929.1080401951,49.666380072125,13.310701846194
9.6003749163872,1929.1080401986,49.670746011124,13.298528455345
10.710412408026,1929.1080402,49.657724152151,13.299480898449
11.931453648829,1929.1080402004,49.620051918499,13.310384799223
13.274599013711,1929.1080402006,49.562868525705,13.327618953402
14.752058915083,1929.1080402006,49.494435974788,13.349095212158
16.081772826317,1929.1080402003,49.435299763855,13.372310478097
17.278515346427,1929.1080402001,49.393149374179,13.397088073083
18.355583614527,1929.1080402,49.368268290585,13.420199479601
19.324945055816,1929.1080402,49.355541598512,13.44002404203
20.391242641235,1929.1080402,49.348670095019,13.460545906481
21.564169985195,1929.1080402,49.345375683241,13.481994716669
22.61980459476,1929.1080402,49.343460563873,13.500615289475
23.569875743368,1929.1080402,49.341105004376,13.517155461142
24.614954006836,1929.1080402,49.336733401883,13.535306414136
25.764540096652,1929.1080402,49.328777827551,13.555120829063
27.029084795449,1929.1080402,49.314553230112,13.576621857184
28.420083964126,1929.1080402,49.287893547132,13.600395065024
29.950183049671,1929.1080402,49.235951530352,13.628310103991
31.63329204377,1929.1080402,49.169557214045,13.663212589991
33.148090138459,1929.1080402,49.135383714316,13.694008382441
34.511408423679,1929.1080402,49.125268418478,13.718545673296
35.738394880377,1929.1080402,49.123798274541,13.743949800556
37.088079982745,1929.1080402,49.123773219331,13.778777759744
38.57273359535,1929.1080402,49.122893296207,13.816048926761
40.205852569215,1929.1080402,49.120484256671,13.84838511111
42.002283440467,1929.1080402,49.116435549021,13.880059247905
43.978357398844,1929.1080402,49.108979709194,13.917083443738
45.756823961384,1929.1080402,49.094740240991,13.963725041302
47.357443867669,1929.1080402,49.068250252831,14.027332261276
48.798001783326,1929.1080402,49.026407022028,14.096426944327
50.094503907417,1929.1080402001,48.970899034458,14.156345193328
51.520656243917,1929.1080402001,48.902601987194,14.213313554052
53.089423814068,1929.1080402001,48.849669288612,14.260289437642
54.815068141233,1929.1080402002,48.822148022269,14.285708948623
56.713276901115,1929.1279711397,48.812506562285,14.284147162767
58.801306536985,1929.127514736,48.818624387752,14.277843646421
60.680533209268,1929.1273827048,48.82941061644,14.311145417284
62.371837214323,1929.1273445101,48.839251332109,14.347111905473
64.232271619883,1929.1273300677,48.836922656554,14.365930015743
66.278749465999,1929.1273246067,48.81665884422,14.377851197047
68.529875096727,1929.1273225417,48.765503447114,14.392572021882
69.542881630554,1929.1273222836,48.709325186279,14.392552749142
70.454587510999,1929.1273222089,48.591388465503,14.364491062957
71.275122803399,1929.1273221872,48.463371631981,14.355708670044
72.17771162504,1929.127322179,48.380215169047,14.391308192333
73.170559328844,1929.1273221759,48.34815654605,14.415501824354
74.262691803029,1929.1273221747,48.340422279067,14.424121317409
75.464037524632,1929.1273221742,48.338941744186,14.427514850264
76.785517818396,1929.1273221741,48.337198035993,14.42877396079
78.239146141536,1929.1426973675,48.333878296836,14.427584244495
79.83813729699,1929.1566187287,48.329229823894,14.424803580856
81.597027567989,1929.1563306052,48.323808144942,14.421307374585
83.180028811889,1929.1562472552,48.319111426271,14.417587506474
84.604729931398,1929.1562231432,48.315234583487,14.413926791395
85.886960938957,1929.156216168,48.312113729338,14.410462004415
87.297415047271,1929.1562135304,48.309147142636,14.406715718599
88.848914566417,1929.1562125331,48.306527132093,14.403147954159
90.245264133648,1929.1562122446,48.304837993699,14.400799138672
91.501978744156,1929.1562121612,48.303968315175,14.399584864718
92.633021893614,1929.1827635371,48.303830749708,14.398257067024
93.877169358017,1929.1822709363,48.304577204928,14.398928159788
95.24573156886,1929.1820846716,48.306791842803,14.400685047586
96.751150000788,1929.1975212869,48.311295550904,14.402628655705
98.407110275908,1929.2008410475,48.318633376908,14.405698920572
100.22866657854,1929.2007445796,48.327439707794,14.41100661705
101.86806725091,1929.2007166728,48.332973514182,14.417728089395
103.34352785604,1929.206607602,48.334116124276,14.422855621925
104.96653452169,1929.2064486844,48.331077986744,14.426572298656
106.7518418539,1929.2063885937,48.324219045139,14.42774997443
108.71567991933,1929.2076041756,48.3146183964,14.426040090147
110.8759017913,1929.2073782594,48.303325161104,14.422491124052
113.25214585047,1929.2072928348,48.291038686475,14.419659096023
115.39076550373,1929.2072681227,48.280317229604,14.420651872407
117.31552319166,1929.1388808793,48.270770164161,14.437677573088
119.04780511079,1929.1394782335,48.26392906951,14.422423592123
120.60685883802,1928.8645395932,48.261993706452,14.46932678626
122.01000719252,1928.8108954669,48.259808686162,14.466296973863
123.55347038247,1928.8053753218,48.25330792231,14.426331718114
125.25127989141,1928.4814112731,48.24306460312,14.452396873462
127.11887035125,1928.4740541095,48.231231317753,14.42120091781
129.17321985708,1928.1810023156,48.219081536528,14.440850331956
131.43300431348,1928.1498353119,48.206926532721,14.412016847109
133.91876721553,1928.1924493869,48.194676987137,14.386436499661
136.65310640778,1928.1127650601,48.182163175567,14.367559244081
139.66087951926,1928.1872843127,48.169223629109,14.324644475051
142.96942994188,1928.2480755956,48.155707349877,14.248899678828
143.71385378697,1928.3873720597,48.151826590559,14.192006805669
144.04884451726,1928.4129461559,48.150359124499,14.164389135836
144.41733432058,1928.4201292515,48.148861867431,13.730618344513
144.82267310424,1929.2395379243,48.14726502123,13.420378671645
145.26854576625,1929.8492895329,48.145529816742,13.286969499602
