time,order_parameter_c,top,total_free_energy
0,0,0,0
0.15,1928.5,50.118147104762,14.85820844411
0.315,1928.878125,50.161389771133,14.263443443068
0.4965,1929.0211035156,50.153184904421,13.963395983036
0.69615,1929.0751672668,50.124934357347,13.754861883952
0.915765,1929.0956101228,50.092171565792,13.593328163074
1.1573415,1929.1033400777,50.058833973599,13.480418534763
1.42307565,1929.1062629669,50.024014371171,13.403699183392
1.715383215,1929.1073681843,49.9854430028,13.347740514867
2.0369215365,1929.1077860947,49.940833799864,13.306906414213
2.39061369015,1929.1079441171,49.888958386634,13.282458447527
2.779675059165,1929.1080038693,49.831450998141,13.279158778094
3.2076425650815,1929.1080264631,49.774155478198,13.298676932227
3.6784068215896,1929.1080350064,49.724703464139,13.331248325193
4.1962475037486,1929.1080382368,49.687502730692,13.360822386664
4.7658722541235,1929.1080394583,49.662439761227,13.378532559501
5.3924594795358,1929.1080399202,49.647702458315,13.383702471351
6.0817054274894,1929.1080400948,49.642158094844,13.376578635957
6.8398759702383,1929.1080401608,49.645265580248,13.357848255052
7.6738635672622,1929.1080401857,49.65508209144,13.333096852409
8.5912499239884,1929.1080401951,49.666380072125,13.310701846194
9.6003749163872,1929.1080401986,49.670746011124,13.298528455345
10.710412408026,1929.1080402,49.657724152151,13.299480898449
11.931453648829,1929.1080402004,49.620051918499,13.310384799223
13.274599013711,1929.1080402006,49.562868525705,13.327618953402
14.752058915083,1929.1080402006,49.494435974788,13.349095212158
16.377264806591,1929.1080402006,49.424583180115,13.377816922396
18.16499128725,1929.1080402006,49.373896097581,13.415789113179
20.131490415975,1929.1080402006,49.349803028323,13.457135194995
22.294639457572,1929.1080402004,49.34116726679,13.498054462225
24.67410340333,1929.1080402003,49.331693468836,13.539754968231
27.291513743663,1929.1080402003,49.299694874006,13.586608364067
30.170665118029,1929.1080402003,49.198255928735,13.644136817742
32.761901354958,1929.1080402002,49.138728620023,13.698803581295
35.094013968195,1929.1080402001,49.125578204549,13.751955940083
37.192915320108,1929.1080402,49.124233898086,13.80418606451
39.501706807212,1929.1080402,49.122510815833,13.851788656859
42.041377443027,1929.1080401997,49.117408404336,13.897181582518
44.835015142423,1929.1080401996,49.098790953483,13.959901452749
47.34928907188,1929.1080401996,49.047715982659,14.060364300178
49.612135608391,1929.1080401996,48.95449110635,14.164317846848
51.648697491251,1929.1080401996,48.87246391603,14.241175209473
53.888915562397,1929.1080401996,48.828121475624,14.286989178423
56.353155440657,1929.1080401996,48.818129026462,14.281211614969
59.063819306743,1929.1251796315,48.827267405716,14.300286533081
61.503416786221,1929.1247294485,48.838853167799,14.346547017874
63.699054517751,1929.124599217,48.835531182956,14.369618832049
65.675128476128,1929.1245615428,48.815456399726,14.381787419851
67.453595038667,1929.1245506443,48.780281027804,14.393761137552
69.409908257461,1929.1245465232,48.549436250156,14.356697300184
71.561852798133,1929.1245449653,48.378551973952,14.394387080668
73.928991792873,1929.1245443761,48.340740223065,14.430499609718
76.532844687087,1929.1245441533,48.336376400967,14.433307158475
79.397082870722,1929.1396722389,48.330592751475,14.42878445821
82.547744872721,1929.1517446391,48.321733170761,14.421496250161
85.38334067452,1929.1513119241,48.314330501913,14.414263627882
87.935376896139,1929.1511867458,48.309349024992,14.407968240667
90.742616739919,1929.1511394128,48.306719098219,14.404088205483
93.830580568078,1929.1511215149,48.309569900963,14.406107662084
97.227340779053,1929.1687258424,48.321516638352,14.411141562272
100.96377701113,1929.177765672,48.332843944781,14.420864417658
105.07385686641,1929.1840920761,48.328613453276,14.431097388885
109.59494470721,1929.1829850902,48.309106141526,14.429592978362
113.66392376394,1929.1812034469,48.287997481251,14.428826807174
115.49496433947,1929.1810268843,48.277945595125,14.434296874817
117.50910897255,1929.1132665661,48.268640261493,14.459605437815
118.61688852074,1929.1135730762,48.26676634217,14.441406840443
119.61389011411,1929.1136617452,48.266185271013,14.444566091707
120.51119154815,1928.8827189629,48.264521870106,14.484323099573
121.31876283878,1928.8856834565,48.261364184823,14.436388993278
122.20709125848,1928.8868044056,48.256510157751,14.427726943082
123.18425252015,1928.6932602584,48.250401095139,14.446065841668
124.25912990798,1928.6104983953,48.243492437411,14.436870246493
125.4414950346,1928.3127797057,48.236081797565,14.45837461322
126.74209667387,1928.2585246359,48.228316944896,14.442554405387
128.17275847708,1928.2450222006,48.220250304877,14.430402098939
129.74648646061,1928.2772915289,48.211882957711,14.414956666631
131.47758724249,1928.0679807617,48.203189095592,14.42878859165
133.03557794618,1928.1283501469,48.195744732831,14.4009234362
134.4377695795,1927.8700749147,48.189301885057,14.4221449093
135.69974204949,1927.9100112312,48.183680203141,14.397918223782
137.08791176648,1927.9088193828,48.177661330514,14.382972965985
138.61489845516,1927.8082567272,48.171212718908,14.383566548171
140.29458381272,1927.8215004808,48.164299222457,14.355007762155
141.80630063452,1927.9803926343,48.158218327764,14.324148826247
143.16684577414,1928.0399243045,48.152846249447,14.297990454143
144.66344542772,1928.0876941814,48.147033120204,14.257765439772
145.48657523719,1928.0897474045,48.143947742436,13.93461654067
146.22739206572,1928.0951130821,48.141147132077,13.692344355462
146.56075963855,1928.7235382869,48.139851005342,13.662182722573
146.92746396867,1928.7350120242,48.138452646213,13.538968196539
147.3308387318,1928.723634608,48.136928183646,13.466544050682
147.77455097125,1928.6678923254,48.135259867701,13.439615165071
148.26263443464,1928.657186263,48.133432942694,13.417238991984
148.79952624436,1928.43163549,48.131434997751,13.729308782206
149.28272887312,1928.4301623864,48.129650681924,13.577098843518
149.717611239,1928.4297362385,48.128060565451,13.546660494276
150.10900536829,1928.4296129601,48.126645738135,13.536556182413
150.46126008465,1928.4295772974,48.125388219548,13.530860792587
150.84874027265,1928.4295638124,48.124024711804,13.525459007929
151.27496847945,1928.4295587134,48.122550553247,13.520197994432
151.74381950693,1928.4295567854,48.120960478409,13.515226315293
152.25955563715,1928.4295560563,48.119247392269,13.510603649097
152.8268653804,1928.4295557807,48.117400575308,13.506323596585
153.45090609797,1928.4295556764,48.115403545325,13.502381890545
154.1373508873,1928.429555637,48.113232062062,13.49880544162
154.89244015557,1928.4295556221,48.110852860008,13.495660520606
155.572020497,1928.4295556178,48.108704285033,13.493469603197
156.1836428043,1928.4295556166,48.106754436436,13.491989066205
156.73410288086,1928.4295556162,48.104980520189,13.491050202295
157.22951694977,1928.4295556161,48.10336521209,13.490530238476
