time,order_parameter_c,top,total_free_energy
0,0,0,0
0.15,1928.5,50.118147104762,14.85820844411
0.315,1928.878125,50.161389771133,14.263443443068
0.4965,1929.0211035156,50.153184904421,13.963395983036
0.69615,1929.0751672668,50.124934357347,13.754861883952
0.915765,1929.0956101228,50.092171565792,13.593328163074
1.1573415,1929.1033400777,50.058833973599,13.480418534763
1.42307565,1929.1062629669,50.024014371171,13.403699183392
1.715383215,1929.1073681843,49.9854430028,13.347740514867
2.0369215365,1929.1077860947,49.940833799864,13.306906414213
2.39061369015,1929.1079441171,49.888958386634,13.282458447527
2.779675059165,1929.1080038693,49.831450998141,13.279158778094
3.2076425650815,1929.1080264631,49.774155478198,13.298676932227
3.6784068215896,1929.1080350064,49.724703464139,13.331248325193
4.1962475037486,1929.1080382368,49.687502730692,13.360822386664
4.6623041176917,1929.1080391713,49.666066557516,13.376077284542
5.0817550702404,1929.1080394416,49.653768279244,13.381950242572
5.4592609275343,1929.1080395198,49.646959017782,13.382486761348
5.8745173705576,1929.1080395494,49.643181240058,13.378878730207
6.3312994578832,1929.1080395606,49.642749371186,13.370368163832
6.8337597539414,1929.1080395648,49.645871910328,13.357003469167
7.3864660796053,1929.1080395664,49.652266872867,13.340267797543
7.9944430378357,1929.108039567,49.660738519557,13.322558638314
8.6632176918891,1929.1080395673,49.668947208599,13.307110115966
9.3988698113479,1929.1080395673,49.673401574507,13.297462461471
10.208087142753,1929.1080395674,49.669430583472,13.295556388505
11.098226207298,1929.1080395674,49.651721097687,13.300735677253
12.077379178297,1929.1080395674,49.617540561797,13.311040444009
13.154447446397,1929.1080395675,49.570412595195,13.325298111634
14.339222541306,1929.1080395675,49.51532516648,13.342593789763
15.642475145707,1929.1080395676,49.455310398072,13.36397344715
17.076053010547,1929.1080395673,49.400807194687,13.39242263151
18.652988661872,1929.1080395671,49.364701270249,13.426320927749
20.387617878329,1929.1080395671,49.347982657259,13.461617112581
22.295710016432,1929.1080395671,49.341620928915,13.497017684435
24.394611368345,1929.1080395671,49.334302557175,13.533718227954
26.283622585066,1929.1080395671,49.319063197025,13.566574035274
27.983732680116,1929.1080395671,49.289576856845,13.596527640742
29.51383176566,1929.108039567,49.239005906119,13.624965609527
31.196940759759,1929.108039567,49.172432854647,13.660163709611
33.048360653268,1929.108039567,49.133798615486,13.697574382892
35.084922536128,1929.108039567,49.124108608733,13.738411664538
37.325140607274,1929.1080395669,49.123485609924,13.793242807678
39.789380485534,1929.1080395669,49.121771644458,13.847592279815
42.500044351621,1929.1080395669,49.115837629106,13.89881194808
45.481774604316,1929.1080395668,49.092729470036,13.972100286792
48.165331831742,1929.1080395668,49.028075833341,14.085881691773
50.580533336425,1929.1080395668,48.922576628932,14.190568373269
52.754214690639,1929.1080395667,48.851423113101,14.258864244009
55.145264180275,1929.1080395667,48.820088221693,14.286323248977
57.775418618875,1929.1269786336,48.822741344149,14.270954110073
60.668588501335,1929.1263411056,48.83349568851,14.317165994861
63.272441395549,1929.1261566779,48.837494343508,14.359678782412
65.615909000341,1929.1261033256,48.81957101354,14.377375986272
67.725029844654,1929.1260878915,48.777209644218,14.391160549522
68.885046309027,1929.1260859623,48.722125437845,14.393355511722
70.161064419836,1929.1260852328,48.547952901956,14.354531260588
71.564684341727,1929.126084957,48.398029048693,14.380431139049
72.827942271428,1929.1260848773,48.351663732263,14.415090573391
73.964874408159,1929.1260848542,48.342827790184,14.424487480532
74.988113331217,1929.1260848475,48.341366249385,14.427247000391
76.113676146581,1929.126084845,48.339813183625,14.428714415144
77.351795243482,1929.1422898272,48.337075095842,14.42822850685
78.713726250072,1929.1572644545,48.333213126164,14.426390513594
80.211850357321,1929.1570119302,48.328549623681,14.423962051581
81.859786875296,1929.1569164445,48.323442779654,14.420565978077
83.672517045067,1929.1568803389,48.318230945017,14.416356861143
85.303974197862,1929.1568698941,48.314078859835,14.412241524936
86.772285635377,1929.1568668726,48.310870019394,14.408444548913
88.387428216644,1929.15686573,48.308017750602,14.404673622038
90.164085056037,1929.156865298,48.30587184965,14.40171225536
92.11840757937,1929.1568651347,48.305094428404,14.400549779759
94.268162355036,1929.1803133774,48.307032897167,14.401230546491
96.632892608268,1929.1793348944,48.313880198221,14.405418450845
99.234095886824,1929.1912978182,48.325271361347,14.410264093092
102.09541949324,1929.1931734673,48.333423467919,14.420278486834
105.24287546029,1929.1981930183,48.329896172694,14.428192009186
108.70507702405,1929.1977220595,48.31536896863,14.427835283699
111.82105843143,1929.1969791415,48.299022734032,14.423445776878
114.62544169807,1929.1966949578,48.284395240072,14.423277810539
117.71026329138,1929.1260392825,48.269042592121,14.45101719955
121.10356704402,1929.1270860354,48.260119055755,14.433434217686
124.83620117192,1928.8799282837,48.245377535318,14.442505546608
128.94209871261,1928.8603990445,48.221454254808,14.363259395176
133.45858600738,1928.9116398222,48.196795924452,14.30010346537
134.70062001344,1928.9127274345,48.189305598408,13.918830925452
135.81845061889,1929.7511245529,48.183761274271,13.635008548246
136.8244981638,1930.6225939454,48.179254891984,13.451110835202
137.3778243135,1930.3443869104,48.176978578784,13.714073000552
137.98648307817,1930.3472582675,48.174538267942,13.431921355964
138.6560077193,1930.3125487577,48.171984440834,13.32075909897
139.39248482455,1930.2657163257,48.169372597048,13.284411429791
140.20260964033,1930.2525180033,48.166756640072,13.259174714908
141.09374693768,1930.2470430462,48.164170229341,13.239595931952
142.07399796477,1930.2449728281,48.161607456906,13.223696378621
143.15227409457,1930.2441900268,48.159012655341,13.207200693947
144.33837783734,1930.2438940301,48.156285032458,13.196481753702
145.6430919544,1930.2437821063,48.153296813925,13.187584206923
147.07827748316,1930.2437397852,48.149914619496,13.180135930171
148.65698156479,1930.2437237825,48.146015184854,13.174136066259
150.39355605459,1930.2437177315,48.141488984366,13.016099838443
151.175014575,1927.5687760646,48.139316016386,13.402617131754
151.87832724337,1927.4827956023,48.137352116524,13.184862957865
152.5113086449,1927.4579226828,48.135562748737,13.139707113742
153.08099190628,1927.4507273025,48.133930462347,13.128480233233
153.59370684152,1927.4486457818,48.132442899455,13.125556217563
154.05515028324,1927.4480436276,48.131088845726,13.124067706066
154.56273806912,1927.447815938,48.129582173934,13.122768047734
155.1210846336,1927.4477298429,48.127902725669,13.121943705035
155.73526585453,1927.4476972882,48.126026130004,13.122152116584
156.41086519754,1927.4476849784,48.12392279676,13.123970356192
