time,Integrated_grad_energy,SideFluxIntegral,average_composition,c_time_derivative,chemical_potential_integral,chemical_potential_time_derivative,mobility_integral,order_parameter,right,top,total_free_energy
0,0,0,0,0,0,0,0,0,0,0,0
0.915765,0,0,-0.0088251551364766,6.7513760785668e-16,-52.950930818851,-6.4583861406908e-05,798.42975650426,-52.950930818851,-0.24489795918388,149.85958445511,871.69471269714
1.6941909165375,0,0,-0.0088246336389489,-4.6994328120248e-17,-52.947801833685,-0.00028616803020667,778.14110348145,-52.947801833685,-0.24489795917853,149.39750502171,875.01348049051
1.7601223229849,0,0,-0.0088246336628907,-5.2963709806795e-17,-52.947801977336,-0.00095558303085281,776.89765268873,-52.947801977336,-0.24489795906752,149.48375736232,875.35844799359
1.7642239882282,0,0,-0.008824633662906,1.3857248681861e-15,-52.947801977427,-0.0011746478757802,776.82210805794,-52.947801977427,-0.2448979590584,149.48910926041,875.37916684845
1.7655370003292,0,0,-0.0088246336629053,3.4893569515291e-15,-52.947801977423,-0.019938049109042,776.80037382464,-52.947801977423,-0.244897960032,149.49064929355,875.40899870207
1.7656568675642,0,0,-0.0087308753976106,2.1146225511381e-13,-52.385252385655,29.999167162808,776.81799935444,-52.385252385655,-0.24165107397299,149.49112803191,875.8852143712
1.7656731137355,0,0,-0.013992858921564,-1.3875099587799e-12,-83.957153529371,-6934.6435521209,966.90905916229,-83.957153529371,-0.44504169064699,149.49144602299,909.13829708688
1.765674299319,0,0,-0.0080124645163608,-3.5465442730733e-11,-48.074787098167,-24714.452426055,1119.2048733565,-48.074787098167,-0.21528588000044,149.49057355187,1069.6982594416
1.7656744308179,0,0,-0.0080124654473875,1.7070366690556e-10,-48.074792684327,-1302275.2281781,1119.3565197891,-48.074792684327,-0.21528589401132,149.49052636397,1731.5838754028
1.7656744432495,0,0,-0.0080124654475808,1.2616316477457e-09,-48.074792685487,-171970081.45363,1119.2653396012,-48.074792685487,-0.21528589401422,149.49052196251,12584.791982124
1.7656744439428,0,0,-0.0080124654475804,-3.1332174936929e-08,-48.074792685484,-3757481457.1079,1119.7490143589,-48.074792685484,-0.21528589401422,149.49052170701,65865.838697744
1.7656744440771,0,0,-0.0080124654475808,2.2888183593749e-08,-48.074792685486,-253070019496.45,1121.1584744733,-48.074792685486,-0.21528589401422,149.49052168222,777813.54366994
1.7656744440875,0,0,-0.0080124654475807,-1.6682942708333e-06,-48.074792685486,-24805335369876,1120.6322184224,-48.074792685486,-0.21528589401422,149.4905217228,10181542.259962
1.7656744440883,0,0,-0.0080124654475804,-5.5338541666664e-05,-48.074792685484,-1.1921846171742e+15,1120.1970833686,-48.074792685484,-0.21528589401422,149.49052179346,95143906.041096

