time,top,total_free_energy
0,0,0
0.61051,153.63919214106,870.31880105441
1.5937424601,153.71244750577,870.20231478867
3.1772481694157,153.71154201653,870.02339628043
4.6266811317345,153.71024182223,869.82313279858
6.4672233438133,153.70858831315,869.64051838551
9.4314349817884,153.70593137736,869.43986878898
12.051392127017,153.70358923864,869.19680881769
14.870327900529,153.70107576603,868.98571826164
19.410252153128,153.69704210011,868.77817969552
24.314628193703,153.69270453063,868.40551169465
28.632050985225,153.68890325742,868.19437785186
34.758443829393,153.68353699825,867.91500590619
39.360775299261,153.67952717521,867.57239485462
42.989763301243,153.67637842154,867.40426797256
46.430039904758,153.67340404728,867.25939989663
49.874248327244,153.67043667165,867.01257695025
52.9184568954,153.66782259729,866.84264467302
55.580104751943,153.66554371468,866.7432184919
59.111354805668,153.66252992884,866.62986819108
63.057006236034,153.65917550032,866.50209494077
66.541743553591,153.65622438195,866.32384992139
70.008443180074,153.6532992239,866.13803567654
72.716497751222,153.65102162596,866.03089866882
76.424248266603,153.64791381592,865.90842284995
80.763301692701,153.6442924009,865.78789162678
85.072898617593,153.64071219466,865.57840318543
87.715668066194,153.63853595384,865.17316269974
90.041432869296,153.63661658561,863.42970777978
93.341676911858,153.63390074948,862.26928724665
96.143360668925,153.63160284158,861.82446554443
98.532694993485,153.62964869644,861.42145345132
101.10349276957,153.62755185784,861.05697405811
105.06325944805,153.62433372963,860.59856435851
108.41269330317,153.62162261753,860.19284176038
113.2250464522,153.61774503679,859.78991425311
118.60214175755,153.61343705561,859.33802470489
125.96422673992,153.60758097285,858.80383522838
133.33472569265,153.60176710859,858.23381931135
142.98068696103,153.59423232278,857.74985810698
155.77813541518,153.58436523747,857.13214314674
164.62460340232,153.57758555999,856.62155233487
168.36597235776,153.574767563,856.38007074385
170.00937707873,153.57352855474,855.18579990701
171.01434129457,153.57277287072,854.53604780192
172.29048107403,153.57181458782,853.99823835943
173.71637917515,153.57074557953,853.42221787031
174.9757099629,153.56980296766,853.06843060154
176.57485358257,153.56860805855,852.7367306913
179.15029037348,153.56668847346,852.34352850941
182.26266102383,153.56437663385,851.87669951941
186.73440978738,153.56107027205,851.36576223109
193.07979011003,153.5564093197,850.74761538534
199.43242243292,153.55177912804,850.31334661217
207.44764644456,153.54598855391,849.66378182629
212.98824722363,153.54201922833,849.38002097748
218.32792035595,153.53821967749,848.99081884344
222.82887031796,153.53503659086,848.77062208857
227.67568952227,153.53162896972,848.59527520541
232.30865040087,153.52839111788,848.38600565198
237.94883616267,153.52447489889,848.06918746467
