time,top,total_free_energy
242.91814361337,153.52104769827,847.88557850599
248.51985444691,153.51721033471,847.69943097217
253.4661030634,153.5138539723,847.31822240412
255.35057606512,153.51258911557,846.46843830232
257.1054661412,153.51140312056,845.20306400187
259.59564292572,153.50972468439,844.40760528003
261.70963442436,153.50830404069,844.01400700762
264.60401962328,153.50636525641,843.55800367741
267.06115669979,153.50472506584,843.15138966941
270.42536189671,153.50248787209,842.73862912261
274.54186754453,153.49976371297,842.21477473079
280.88246813464,153.49559631107,841.67060355005
288.02998544345,153.49093996822,841.01581883704
294.5723345649,153.48671617453,840.58017974009
302.88004526088,153.48140514846,840.04892622912
311.09436501847,153.47621126743,839.6093534858
320.34041438125,153.47043292443,839.18569275306
327.84518197977,153.46579533726,838.88256992896
333.48299022537,153.46234222506,838.52910705023
337.74332074782,153.45976077111,838.29921287607
339.70754112779,153.45857780769,837.04736249713
342.06130310067,153.457156288,835.82558324519
344.60401817316,153.45562538869,834.82549897902
346.50210252657,153.45448605424,834.42887950482
349.32301765937,153.45279822624,834.01558530195
351.70913517977,153.45137561629,833.6406796542
354.72974583504,153.44958136406,833.28003895014
358.42582264799,153.44739595528,832.95953288852
361.80895889589,153.44540526923,832.59389140024
365.29997888979,153.44336077881,832.31716135681
369.93156999631,153.44066343567,832.02343499974
374.17101212669,153.43820952335,831.6157257079
379.5544085303,153.43511409542,831.30684593972
385.36996818941,153.43179599308,830.91587657938
389.21154324805,153.42961879443,830.68478234204
394.73098821409,153.42651094658,830.46760790558
400.89815439993,153.42306652234,830.15946357137
410.48160497789,153.41777256368,829.71524102718
421.78482230796,153.41163447747,829.0942144416
423.81573870544,153.41055765822,828.73754349729
425.96040511818,153.40940441557,827.16444080107
427.58205202816,153.40853463693,826.43624255706
429.32685861588,153.40760101485,825.99282991412
431.80272700071,153.40628014242,825.53504029918
433.90457163673,153.40516242193,825.17898276432
437.17072720719,153.40343210315,824.74210808388
440.40016636505,153.40172905882,824.27295448121
444.17066154876,153.39975049281,823.87886043918
448.57816947213,153.39745098481,823.48981325273
451.88922263756,153.39573293449,823.15107117734
456.64643171127,153.39327855959,822.82415224656
461.96191164065,153.39055566853,822.37632489841
470.22188675181,153.38636499904,821.8842300681
479.14494841032,153.38189286789,821.32754736501
487.00010255345,153.37800271118,821.03531541975
495.48584540533,153.37384892533,820.582211356
502.63869971312,153.37038645496,820.32229489265
509.73465050534,153.36698631008,819.92425262817
511.4985833268,153.36609337726,819.06087516608
513.5605267873,153.36511419392,817.61669108503
515.31097718634,153.36428540537,817.01323887728
516.98096337518,153.36349664676,816.61068671924
519.38034298449,153.3623666783,816.24337215846
522.06129603042,153.36110868492,815.78253149359
526.04570325867,153.35924796008,815.23012081995
530.53717362092,153.35716311927,814.65783451845
537.77073155402,153.35383351366,814.02854231814
544.39183638579,153.35081590494,813.40543475387
551.79973361825,153.34747345505,812.92231902847
556.77438602646,153.34524871017,812.5993035032
562.12684977183,153.3428726382,812.39040397758
568.59520928543,153.34002539327,812.06737052152
577.88872921175,153.33598044599,811.63841266321
584.27644177268,153.33323923998,811.33989671177
586.9769555161,153.33208199806,810.22603199514
589.89425857307,153.33083953623,809.51719989068
592.07196513033,153.32991544937,809.27615316488
594.30331698487,153.32896758175,808.9404547784
596.12750120071,153.32819752712,808.01913183084
598.93726863576,153.32701635356,807.23642270729
601.13745993905,153.32609474267,806.87116634171
603.93134214929,153.32492861381,806.58449939496
607.05309370225,153.32363112734,806.20149163412
607.96311507278,153.3232301212,805.93698394717
609.27060296405,153.3226890345,805.44126257247
610.46738806958,153.32219475546,805.12631799775
611.92084470738,153.32159560406,804.91116841062
613.15027494023,153.32108977078,804.67589195995
614.23474305433,153.32064431589,804.486001615
615.60758236872,153.32008139697,804.35663349037
617.21416919431,153.31942402973,804.19263564897
619.02521327142,153.3186848072,804.03894753062
621.31023831854,153.31775483514,803.900643988
623.09521342188,153.31703047905,803.80254812855
625.17656482009,153.31618817303,803.69283789654
628.16698003314,153.31498233615,803.53952943038
631.12377856247,153.31379508834,803.37842905312
634.31153262492,153.31252068433,803.23945036166
638.34694320514,153.31091566134,803.10383086563
641.15333977466,153.30980487096,803.03542286067
644.29322320934,153.30856731749,802.96187903374
647.30316628782,153.30738614203,802.88591726053
649.65441992696,153.30646695257,802.82545711387
652.39607444091,153.30539900119,802.75744992308
655.86676302484,153.30405300287,802.64735535823
659.51175223,153.30264204481,802.47082865505
661.80101140896,153.30176034343,801.71176429085
664.27404559263,153.300813266,801.18603428271
666.04244768918,153.30013807102,801.05939831645
667.48343722101,153.29958913053,800.99633944194
669.30760065671,153.29889581983,800.92874059256
670.85619191303,153.29830864418,800.87869791385
673.26262094756,153.29739874374,800.80379210155
675.9514506871,153.29638570625,800.72160846202
680.12975011099,153.29481908752,800.60901647448
686.5655308579,153.29242397471,800.45577813355
692.71734283329,153.29015467834,800.33461189332
702.27693377903,153.28666687301,800.18950354073
714.33843191007,153.28233214714,800.02637073096
725.44974686293,153.27840275795,799.91335183092
737.45304555296,153.27422532672,799.80473616213
750.36796217254,153.26980716589,799.68928593579
770.2606417763,153.26315299294,799.54225033194
787.08719241518,153.25766329055,799.43812521585
806.02718043654,153.25163115922,799.3295880583
822.71433003866,153.24644149509,799.23648899269
838.66518523316,153.24158674213,799.14792279596
855.86196172691,153.23646513579,799.0583661321
882.58484427326,153.2287289382,798.9201002904
917.55776695796,153.21899296646,798.74468471663
963.95689327577,153.20670912083,798.53292073982
1029.7969300698,153.19039993859,798.24828588418
1072.1693445613,153.18057030664,798.0664132898
1081.9787081801,153.17825479898,797.99551063244
1083.7046611526,153.1778623865,797.75676637255
1085.1698783748,153.17753341345,797.47174531941
1087.1759900568,153.17708384642,797.25939470735
1089.0990811834,153.17665378141,797.06429182984
1090.6013272034,153.17631843951,797.0105245894
1092.353005335,153.17592808927,796.98184017093
1094.8697571616,153.17536850789,796.95504548512
1098.9230111459,153.17447040287,796.9221694833
1104.6745502941,153.17320251866,796.88214193996
1109.5572176369,153.17213211277,796.85020215495
1117.1446248443,153.17047944407,796.80619945275
1129.3642200259,153.16784465738,796.74838969683
1149.0440002619,153.16366900345,796.66495060666
1171.0605327338,153.15909278517,796.58024588241
1199.0179191267,153.15341958064,796.47365322892
1244.0435694862,153.14458530848,796.31060292056
1294.3530970024,153.13511816888,796.13242001574
1346.7925586131,153.12565739705,795.95046615005
1400.7544884628,153.11630876824,795.76626013904
1461.5837146751,153.10618613999,795.56725890035
1559.5497917824,153.09067565208,795.26195385275
1717.3251386244,153.06733358834,794.78779294152
1873.3268575397,153.04574541651,794.3323794224
2097.4648449584,153.01653477759,793.71305789224
2458.4413150762,152.97238849856,792.72470954907
2970.6644097857,152.91347936507,791.37008268552
3522.897250423,152.85325739553,789.91010239192
3766.4567836219,152.82738479061,789.27351352754
3973.2223376966,152.80600066438,788.77550863754
4294.5250898827,152.77347557797,788.01718382213
4811.9863853059,152.72283327355,786.841037509
5464.8760835217,152.66188163533,785.53421666238
6066.3323029344,152.60852228639,784.51905035025
7034.9835588608,152.52794131687,783.16525379214
8205.5817851537,152.43887875886,781.90115251723
9887.4576794806,152.32559473995,780.55265919079

